nta,Monday|0,Monday|1,Monday|2,Monday|3,Monday|4,Monday|5,Monday|6,Monday|7,Monday|8,Monday|9,Monday|10,Monday|11,Monday|12,Monday|13,Monday|14,Monday|15,Monday|16,Monday|17,Monday|18,Monday|19,Monday|20,Monday|21,Monday|22,Monday|23,Tuesday|0,Tuesday|1,Tuesday|2,Tuesday|3,Tuesday|4,Tuesday|5,Tuesday|6,Tuesday|7,Tuesday|8,Tuesday|9,Tuesday|10,Tuesday|11,Tuesday|12,Tuesday|13,Tuesday|14,Tuesday|15,Tuesday|16,Tuesday|17,Tuesday|18,Tuesday|19,Tuesday|20,Tuesday|21,Tuesday|22,Tuesday|23,Wednesday|0,Wednesday|1,Wednesday|2,Wednesday|3,Wednesday|4,Wednesday|5,Wednesday|6,Wednesday|7,Wednesday|8,Wednesday|9,Wednesday|10,Wednesday|11,Wednesday|12,Wednesday|13,Wednesday|14,Wednesday|15,Wednesday|16,Wednesday|17,Wednesday|18,Wednesday|19,Wednesday|20,Wednesday|21,Wednesday|22,Wednesday|23,Thursday|0,Thursday|1,Thursday|2,Thursday|3,Thursday|4,Thursday|5,Thursday|6,Thursday|7,Thursday|8,Thursday|9,Thursday|10,Thursday|11,Thursday|12,Thursday|13,Thursday|14,Thursday|15,Thursday|16,Thursday|17,Thursday|18,Thursday|19,Thursday|20,Thursday|21,Thursday|22,Thursday|23,Friday|0,Friday|1,Friday|2,Friday|3,Friday|4,Friday|5,Friday|6,Friday|7,Friday|8,Friday|9,Friday|10,Friday|11,Friday|12,Friday|13,Friday|14,Friday|15,Friday|16,Friday|17,Friday|18,Friday|19,Friday|20,Friday|21,Friday|22,Friday|23,Saturday|0,Saturday|1,Saturday|2,Saturday|3,Saturday|4,Saturday|5,Saturday|6,Saturday|7,Saturday|8,Saturday|9,Saturday|10,Saturday|11,Saturday|12,Saturday|13,Saturday|14,Saturday|15,Saturday|16,Saturday|17,Saturday|18,Saturday|19,Saturday|20,Saturday|21,Saturday|22,Saturday|23,Sunday|0,Sunday|1,Sunday|2,Sunday|3,Sunday|4,Sunday|5,Sunday|6,Sunday|7,Sunday|8,Sunday|9,Sunday|10,Sunday|11,Sunday|12,Sunday|13,Sunday|14,Sunday|15,Sunday|16,Sunday|17,Sunday|18,Sunday|19,Sunday|20,Sunday|21,Sunday|22,Sunday|23
MARINER'S HARBOR-ARLINGTON-PORT IVORY-GRANITEVILLE,0.00328096,0.00208395,0.001579187,0.001341228,0.001831569,0.00240123,0.005184638,0.009741927,0.011450911,0.009453491,0.007535392,0.006915254,0.0068792,0.007434439,0.009453491,0.007412806,0.007066683,0.006410491,0.005934572,0.004751984,0.004088581,0.003792934,0.003800145,0.003244905,0.002372386,0.001571976,0.000843675,0.001139322,0.001687351,0.002437285,0.005610081,0.009381382,0.011840299,0.009460702,0.00784546,0.006900832,0.006915254,0.006922465,0.008595394,0.007160425,0.00752097,0.006569131,0.005905728,0.004831304,0.004196744,0.004124635,0.004196744,0.003591029,0.002617557,0.001788303,0.001247486,0.001377282,0.001788303,0.002574292,0.005934572,0.009893356,0.01176819,0.009013626,0.007607501,0.007657977,0.006835934,0.007931991,0.009640975,0.00752097,0.007210901,0.006828723,0.005790354,0.005069263,0.004362595,0.00392273,0.004384228,0.003800145,0.002531026,0.002011841,0.001218642,0.00144218,0.001687351,0.002112794,0.005912939,0.010073629,0.011797034,0.009576077,0.007917569,0.007189268,0.006713349,0.008068998,0.008703558,0.007326275,0.007744508,0.007297432,0.006338382,0.005177427,0.004730351,0.004651031,0.004593344,0.004088581,0.003043,0.001975787,0.001413337,0.001507078,0.001954154,0.002913204,0.006021102,0.009857302,0.012734451,0.010145738,0.008508863,0.008025733,0.008371856,0.008458387,0.011486965,0.009374171,0.008862197,0.008040155,0.008314169,0.007917569,0.006951309,0.006987363,0.00656192,0.006410491,0.00597117,0.004945318,0.00366477,0.003120007,0.002716741,0.002440822,0.004223683,0.00646641,0.008001651,0.008737435,0.007952127,0.008100699,0.008051175,0.008702061,0.008751585,0.008949681,0.008185597,0.008312944,0.008157298,0.007952127,0.007959202,0.008249271,0.007280017,0.006706954,0.006558383,0.005610353,0.004075111,0.004343956,0.003070483,0.00207293,0.003353477,0.004294432,0.005483006,0.007025322,0.00712437,0.007449813,0.006126817,0.006480559,0.007619609,0.006530083,0.006692805,0.006148041,0.005511305,0.005108039,0.005306135,0.005100964,0.005122189,0.004195384
MASPETH,0.003313681,0.002515576,0.002392112,0.001638101,0.002107704,0.003395255,0.006356183,0.009469235,0.010873636,0.008234597,0.006353978,0.005778548,0.005390519,0.005375086,0.006616339,0.005987996,0.00633634,0.006442167,0.005703588,0.00511493,0.004594618,0.004279345,0.004259502,0.003044706,0.00221353,0.001552117,0.001148655,0.001053852,0.001441881,0.002850692,0.006001224,0.009605927,0.010860408,0.009147347,0.0064576,0.005564691,0.00531115,0.005183276,0.006206262,0.00626138,0.006805944,0.007138855,0.005959335,0.005264851,0.004526272,0.004111787,0.004169109,0.003474625,0.002780141,0.002228963,0.001441881,0.001091332,0.001770383,0.002888172,0.006153349,0.009691911,0.01126387,0.008770342,0.006781692,0.005705793,0.005315559,0.005705793,0.006737598,0.006166578,0.006600906,0.006883109,0.006349569,0.00565288,0.004715878,0.004290368,0.00423966,0.003236516,0.002504552,0.001860776,0.001369126,0.001245662,0.001854162,0.003318091,0.006541379,0.009925611,0.011623238,0.008942309,0.00687429,0.00580721,0.005566896,0.00572784,0.006821377,0.006409096,0.007246886,0.007533499,0.006764054,0.005959335,0.005319969,0.005055403,0.005414771,0.005302331,0.003639978,0.002610378,0.001962193,0.001662352,0.002107704,0.003333524,0.006803739,0.010406238,0.011660718,0.009341362,0.007403421,0.006353978,0.006230514,0.006656024,0.007608459,0.007604049,0.008635854,0.009052545,0.009169395,0.009118686,0.008536642,0.007701057,0.007767198,0.007542318,0.007129621,0.006004802,0.004421403,0.003573463,0.003476123,0.003329031,0.004328389,0.004890799,0.006926288,0.008221993,0.008092206,0.008025149,0.008241461,0.007923483,0.008336638,0.008561601,0.00828256,0.008613516,0.009329507,0.00952635,0.009935178,0.010274787,0.011704605,0.010547339,0.008842806,0.008494545,0.006824622,0.006041575,0.005805795,0.00398878,0.003437187,0.003363641,0.004334879,0.006467708,0.007270223,0.00684409,0.00703877,0.006967387,0.006848416,0.00637902,0.00614973,0.006097816,0.006366042,0.006223276,0.006398488,0.006701324,0.006420119,0.004754522
MELROSE SOUTH-MOTT HAVEN NORTH,0.004016189,0.002677459,0.001995946,0.001529456,0.002012954,0.002570555,0.004176545,0.008442986,0.009298218,0.007728673,0.006762893,0.006225943,0.006409381,0.00647984,0.006584314,0.006992493,0.006966982,0.00784651,0.007099397,0.006529648,0.005997557,0.005238296,0.004780309,0.004104871,0.003102646,0.001965576,0.001412834,0.001127351,0.001590197,0.002111354,0.003778084,0.009066188,0.009962724,0.007864733,0.006816345,0.006742241,0.006920819,0.006854004,0.007245175,0.007418894,0.007675221,0.008532883,0.007751755,0.007230598,0.006366862,0.005471541,0.00497954,0.004038056,0.00307349,0.001993517,0.001390967,0.001194166,0.001456567,0.00230451,0.003988248,0.009264203,0.010073272,0.008435697,0.007337502,0.0068127,0.00731685,0.007394598,0.00758411,0.007759044,0.007901177,0.008789209,0.008037237,0.007199012,0.006504136,0.00554686,0.005032992,0.004289523,0.003198616,0.002090702,0.001407974,0.001251263,0.001575619,0.002315443,0.004092722,0.009382041,0.010157095,0.00794977,0.007522154,0.007201442,0.007443191,0.007424969,0.007958274,0.00798257,0.008225534,0.009295788,0.008690809,0.008168437,0.007404317,0.006404521,0.00577646,0.004972251,0.003553343,0.002520748,0.001750553,0.001343589,0.001902405,0.002620363,0.00437699,0.009287285,0.010673392,0.008987225,0.007835577,0.007820999,0.007976496,0.007948555,0.008274126,0.008564468,0.008768557,0.00985339,0.009782931,0.009637152,0.009225329,0.008450275,0.007910896,0.007403102,0.006359963,0.00477474,0.00356854,0.002843866,0.002659122,0.002589992,0.003263414,0.004612642,0.006127543,0.006769975,0.006470809,0.006738986,0.006867711,0.007090596,0.007499416,0.007731836,0.007368308,0.007992862,0.008197868,0.008492267,0.008719919,0.008867714,0.008485115,0.008261038,0.007271764,0.005958293,0.004272951,0.003531591,0.003123962,0.002446965,0.002830756,0.003345655,0.003873665,0.004607874,0.005206206,0.005261034,0.005545897,0.005691308,0.005939223,0.006383801,0.005996434,0.006222895,0.006563777,0.006494647,0.006381417,0.006271762,0.005870093,0.005021462
MIDDLE VILLAGE,0.003823487,0.002435377,0.001748194,0.001377115,0.001860892,0.002998868,0.005758595,0.008666755,0.009975151,0.007858627,0.006498004,0.005824565,0.005544194,0.005535948,0.005929017,0.006063705,0.005714616,0.006445778,0.005972996,0.005544194,0.005013689,0.004955965,0.004518917,0.003760267,0.00240789,0.001657486,0.001044518,0.000959308,0.001531044,0.002789964,0.005909776,0.00973876,0.010436939,0.007638729,0.006390804,0.005843806,0.005085156,0.00581357,0.006256116,0.006124177,0.005926268,0.00698453,0.006602456,0.006151664,0.005541445,0.005458983,0.00462062,0.00396917,0.002471111,0.00197359,0.001239679,0.000992293,0.001566778,0.00294939,0.005838309,0.009661796,0.010302251,0.008042792,0.007009269,0.00605271,0.005667887,0.00587954,0.006338578,0.006602456,0.006605205,0.006915812,0.006693164,0.005970248,0.00576959,0.005728359,0.004505173,0.003952678,0.002875175,0.001946103,0.001319392,0.001099493,0.001849897,0.003199525,0.006382558,0.009867951,0.011027916,0.008323163,0.007003771,0.00587954,0.005665138,0.006082946,0.006407296,0.006825104,0.00698453,0.007515036,0.007501292,0.006770129,0.006214885,0.00605271,0.005436994,0.00453266,0.003369946,0.002303438,0.001481567,0.001341382,0.001957098,0.00318853,0.006366065,0.00963156,0.010739299,0.009059823,0.007165946,0.006671175,0.006294598,0.006888324,0.007286891,0.007215424,0.008301173,0.009205506,0.010318743,0.010159317,0.009290717,0.009496872,0.00948038,0.008413871,0.00677184,0.005172597,0.003546384,0.002909923,0.002551239,0.002677992,0.003589534,0.005590611,0.007025346,0.007373242,0.007535055,0.007901829,0.007923404,0.008211969,0.008349509,0.008368387,0.008959002,0.009519951,0.01105447,0.011254038,0.01074433,0.011229766,0.010970867,0.010741633,0.008937427,0.00712513,0.004544226,0.003352209,0.002624054,0.002235705,0.002812835,0.003654259,0.004444442,0.005782089,0.006432035,0.006183923,0.007046921,0.006752962,0.006661269,0.007036134,0.006890503,0.007052315,0.007019952,0.007362455,0.007300427,0.007092768,0.006529122,0.005326318
MIDTOWN-MIDTOWN SOUTH,0.003055004,0.00202543,0.001398689,0.000976923,0.000976985,0.00131829,0.003107006,0.004084084,0.004877687,0.005480267,0.005686603,0.006126806,0.006349073,0.006477144,0.00685195,0.007021535,0.007187068,0.008899158,0.010451811,0.009905253,0.009363089,0.009505668,0.008527414,0.005973864,0.003903486,0.002223506,0.001352844,0.000825342,0.000868002,0.001311082,0.003318631,0.004656626,0.0055495,0.005981289,0.006035177,0.006577682,0.006902467,0.007069979,0.007665383,0.007604163,0.00759878,0.009276378,0.01094185,0.010704734,0.010627428,0.011138565,0.010187596,0.007467895,0.004768796,0.002623246,0.001532514,0.000952732,0.000985183,0.001405619,0.003478967,0.004882142,0.005817148,0.006209433,0.006288255,0.006929319,0.007287452,0.007485528,0.007696132,0.007637758,0.007608432,0.009140667,0.010828659,0.010891612,0.010734803,0.010953234,0.010581985,0.008299146,0.005306321,0.002976089,0.001702099,0.001042505,0.001070254,0.001467891,0.003516676,0.004957468,0.0058268,0.006182922,0.006375801,0.007015565,0.00733803,0.007510368,0.007934485,0.007766911,0.007561751,0.008985034,0.01058845,0.010781979,0.010789836,0.011157621,0.010691711,0.00910008,0.006451994,0.003899959,0.002397081,0.001524625,0.001414497,0.001586062,0.003305639,0.004314796,0.005177941,0.005801773,0.006226478,0.006975907,0.007290421,0.00725927,0.007625848,0.007431051,0.007401323,0.008760539,0.010027817,0.010364296,0.009073755,0.008852323,0.009520052,0.008864759,0.007171593,0.005120763,0.003705669,0.002684078,0.002071075,0.00123414,0.001488787,0.00187106,0.002642375,0.003886987,0.005219101,0.006223361,0.00652147,0.006624057,0.006335812,0.006596165,0.007013949,0.007909582,0.008407281,0.008732434,0.007278611,0.007364535,0.008770373,0.008490626,0.006887627,0.005410829,0.003820366,0.003007409,0.002391856,0.001361342,0.001294478,0.001642212,0.002471892,0.003542683,0.004835219,0.005954146,0.0062864,0.006113884,0.006161353,0.006033089,0.006249463,0.00686796,0.00735628,0.006805102,0.006205302,0.006304095,0.005532871,0.00447146
MIDWOOD,0.002583596,0.001544149,0.000994384,0.000754049,0.001003396,0.001700366,0.003618536,0.007955071,0.011506013,0.011934109,0.009318969,0.008440246,0.008542388,0.008832292,0.008652041,0.008689593,0.008964476,0.009662948,0.009215325,0.007525473,0.006631729,0.005734981,0.004489748,0.003148382,0.002045847,0.001152103,0.000708987,0.000572296,0.000788597,0.001535136,0.003558452,0.008302054,0.012183456,0.012130883,0.009850709,0.008656547,0.00930545,0.008961472,0.009059108,0.009227342,0.009508233,0.01082106,0.009867232,0.008603974,0.007346724,0.005940768,0.005342936,0.003352666,0.002268157,0.001246735,0.00070448,0.000626372,0.000881727,0.001496082,0.003762737,0.008252485,0.012866907,0.01238023,0.010122588,0.008944949,0.009574325,0.009623894,0.009741057,0.00903207,0.00976509,0.010567206,0.009843199,0.008393681,0.007596071,0.006355345,0.005508166,0.003795783,0.002470939,0.001472049,0.000799112,0.000621865,0.000814133,0.001602731,0.003810803,0.007931038,0.012169937,0.011916084,0.00992281,0.008893878,0.009708011,0.009691488,0.009593852,0.009308455,0.009611877,0.010739947,0.009952851,0.009284421,0.007922025,0.006720353,0.006038404,0.004276452,0.003067269,0.001668822,0.001108543,0.00082615,0.000985371,0.001539643,0.00345631,0.007642636,0.011513523,0.010520642,0.008353125,0.008081247,0.008800748,0.009915299,0.009479693,0.008569426,0.008022665,0.007358741,0.00657465,0.005948278,0.004796175,0.004147272,0.0040241,0.003576477,0.002931287,0.001917348,0.001382377,0.001021308,0.000944673,0.001205527,0.001656494,0.002509795,0.003961438,0.004687996,0.004357876,0.003998281,0.004351981,0.004219344,0.003999755,0.003721217,0.003998281,0.004469881,0.005785939,0.006798405,0.007078417,0.006752719,0.006301751,0.005483821,0.004601045,0.003333621,0.002024931,0.001488487,0.001408904,0.00160786,0.001992509,0.003335094,0.005435187,0.007228739,0.007003256,0.007489593,0.007573597,0.007856557,0.007580966,0.007214002,0.007043047,0.007233161,0.007613388,0.00698115,0.006512497,0.006195641,0.005256863,0.003590053
MORNINGSIDE HEIGHTS,0.002985833,0.001851624,0.001253242,0.000969779,0.001114191,0.001582817,0.002990479,0.005940566,0.007815782,0.006925358,0.005829755,0.005975597,0.006226889,0.006293376,0.006843858,0.007810063,0.008046341,0.009719594,0.00898109,0.008022034,0.007807918,0.006923214,0.005535211,0.00405141,0.002808177,0.001678615,0.001104897,0.000786046,0.000938323,0.001442336,0.003109512,0.006323759,0.008412019,0.007127321,0.006126086,0.006140027,0.00675235,0.006730545,0.007341438,0.008408087,0.008621489,0.010660419,0.010118873,0.009045074,0.008319438,0.007780751,0.00587122,0.004416015,0.003047672,0.001665031,0.001153154,0.000786404,0.000972639,0.001489878,0.003136322,0.006504275,0.008596109,0.007570567,0.006273716,0.006330909,0.007151271,0.00691392,0.007422223,0.008360188,0.008719789,0.010665066,0.010169632,0.008982162,0.008361975,0.007444385,0.005971308,0.004651936,0.003409776,0.002004615,0.001321873,0.00094011,0.001030904,0.001568161,0.003185651,0.006660126,0.00889816,0.007660646,0.006505347,0.006518573,0.00707406,0.007138402,0.007736069,0.008689048,0.009020052,0.011216264,0.010810551,0.009787869,0.009056155,0.008435254,0.007239563,0.005521628,0.00392487,0.002505769,0.001691841,0.001215351,0.001316154,0.001744029,0.003224613,0.006659053,0.008871351,0.008331234,0.007152343,0.007052613,0.007696749,0.007682093,0.008222567,0.009120855,0.009081177,0.010804117,0.010473827,0.009801094,0.008578951,0.00816323,0.007906219,0.007233128,0.005866708,0.004009689,0.002848131,0.002028868,0.001657113,0.001436866,0.002152669,0.003412426,0.004973445,0.006792938,0.007316901,0.007965017,0.008356411,0.008182458,0.00793696,0.008103899,0.008234363,0.008930176,0.009728045,0.009548481,0.008314326,0.007824381,0.007808249,0.007196256,0.005836897,0.004230988,0.002859704,0.002096906,0.001631862,0.001341473,0.001803711,0.00266541,0.004038096,0.005711693,0.006886928,0.007532238,0.007832097,0.007550826,0.007323915,0.00725202,0.007052114,0.007226418,0.007396513,0.006684217,0.006092215,0.00561139,0.004895587,0.004040551
MORRISANIA-MELROSE,0.004637957,0.003208252,0.002213914,0.00183211,0.002120523,0.0032316,0.005360363,0.009756603,0.011346995,0.008549388,0.006551098,0.005648777,0.005394698,0.005858906,0.006125345,0.006270925,0.006055302,0.006487921,0.005935816,0.005548519,0.005152981,0.005135127,0.004971693,0.004679159,0.003444476,0.002032626,0.001479147,0.001247043,0.001635714,0.002642413,0.005113152,0.010444674,0.011760388,0.008700462,0.006720025,0.005607575,0.005758648,0.00609513,0.006420625,0.006928781,0.00666921,0.007347667,0.006222856,0.005639163,0.005218904,0.004801391,0.004734095,0.004522592,0.003399154,0.001954342,0.001407731,0.00133082,0.001715371,0.002812714,0.005141994,0.010520211,0.012088629,0.009325357,0.006704918,0.005765515,0.005970151,0.006415131,0.006854618,0.006691184,0.006703545,0.007173246,0.00645908,0.005982512,0.005397445,0.005076071,0.005040362,0.005043109,0.003540614,0.002105416,0.001491508,0.00138713,0.001779921,0.002840182,0.005424913,0.010814118,0.012495154,0.009193511,0.007178739,0.00601822,0.00615556,0.006485175,0.006921914,0.006751613,0.007044147,0.007865437,0.007283117,0.006660969,0.006200882,0.005989379,0.005911095,0.005527918,0.004059758,0.00271383,0.001867818,0.001671423,0.002042239,0.003151943,0.005678991,0.010951457,0.012721765,0.009887076,0.007520715,0.006747493,0.006354702,0.006773588,0.007453419,0.00725565,0.007516595,0.008111275,0.008118142,0.008249988,0.008041232,0.008133249,0.008248615,0.00828295,0.007002867,0.005377803,0.003989896,0.003251475,0.003223178,0.003034531,0.004092305,0.005503119,0.006635004,0.007412502,0.006757625,0.006304871,0.006523163,0.006816914,0.006830389,0.007319525,0.006957053,0.006946273,0.007779017,0.008474318,0.008952674,0.009553652,0.009441811,0.00964528,0.008644101,0.007013647,0.005216105,0.00386458,0.003518277,0.00312616,0.003445513,0.004206841,0.004429175,0.005241707,0.006416712,0.00600034,0.005889846,0.006091969,0.006649827,0.006746845,0.006191683,0.006516426,0.006268489,0.006604012,0.006899111,0.007032512,0.007019037,0.006287354
MOTT HAVEN-PORT MORRIS,0.004523701,0.002971553,0.002123882,0.001729835,0.002033993,0.00261827,0.004241493,0.007702208,0.0095397,0.007964557,0.006357013,0.005619089,0.005712114,0.006120794,0.006308933,0.006631905,0.00703954,0.00759455,0.007032223,0.005923248,0.0053327,0.005242811,0.005048401,0.00441918,0.00326526,0.002081028,0.001404772,0.001224995,0.001642037,0.002575416,0.004258216,0.008509116,0.01035706,0.008649175,0.006595322,0.005942062,0.005902343,0.006373736,0.006552469,0.006837813,0.007358331,0.007849583,0.007392823,0.006389415,0.005716295,0.005383915,0.005130973,0.004483983,0.003296616,0.002048626,0.001393275,0.001324291,0.001591866,0.002445809,0.003901797,0.007900799,0.010294347,0.0088185,0.007031178,0.006018362,0.006386279,0.006580689,0.007079258,0.007152423,0.007493164,0.00833561,0.007768057,0.006552469,0.006032995,0.005667169,0.005234449,0.004929246,0.003632131,0.002214816,0.001642037,0.001242764,0.001589776,0.002384141,0.004063806,0.008256173,0.010428135,0.008930338,0.00699146,0.006161557,0.006413455,0.006628769,0.006976827,0.007248583,0.007906025,0.00872234,0.008426544,0.00739805,0.006653855,0.006463625,0.006404048,0.005873077,0.0044913,0.002772962,0.002131199,0.001708931,0.002054898,0.002877484,0.004552967,0.008397277,0.010838906,0.009164467,0.007285166,0.006835723,0.006836768,0.007088665,0.007427316,0.007913342,0.008599004,0.009282577,0.009427862,0.009168648,0.008854038,0.008592733,0.008492392,0.008573919,0.007427671,0.006075041,0.004446552,0.003722552,0.003275436,0.003000603,0.00384151,0.004818808,0.006553948,0.007273846,0.006463704,0.00669239,0.006730333,0.007100537,0.007372294,0.007777365,0.007852226,0.008216277,0.008376255,0.00881004,0.008966941,0.009324839,0.009841689,0.00942021,0.008101422,0.006936458,0.005467947,0.00463832,0.003783056,0.002780121,0.003267232,0.003473356,0.003706144,0.004669085,0.005291562,0.005511018,0.005737652,0.006045301,0.006236044,0.006482163,0.006345772,0.006353976,0.006401149,0.006611375,0.00670367,0.006868775,0.006453449,0.005747907
MOUNT HOPE,0.00526533,0.003756587,0.002669315,0.002016748,0.0021043,0.002688658,0.004179076,0.007155841,0.009769163,0.008235987,0.007074397,0.006301701,0.006144922,0.006709937,0.006802579,0.006148994,0.006170373,0.006724189,0.006582681,0.00593724,0.00571327,0.005445524,0.005363063,0.004696243,0.00360388,0.002366955,0.00165127,0.001165662,0.001399812,0.002094119,0.003810544,0.007492814,0.00969281,0.008627934,0.007329926,0.006443209,0.006414704,0.006695684,0.006990917,0.00632817,0.006475786,0.0071874,0.006905401,0.006377036,0.005768245,0.005811003,0.005334558,0.004610727,0.003721974,0.002415822,0.001682829,0.00116668,0.001347892,0.002155202,0.003806472,0.007739181,0.010376936,0.008634042,0.007580366,0.00668754,0.006666161,0.006992953,0.007449038,0.006467642,0.006516508,0.007180274,0.007258663,0.006152048,0.005869031,0.005956583,0.005622664,0.004860148,0.003639512,0.002472832,0.001785652,0.001273575,0.001490418,0.002147058,0.00394798,0.007665881,0.010375918,0.008663566,0.007282078,0.006767965,0.00664071,0.006787308,0.007199617,0.006448299,0.007048946,0.007745289,0.007591564,0.006914564,0.006581663,0.006521598,0.0061042,0.005588051,0.004457002,0.003021559,0.00233336,0.001773435,0.001776489,0.00242702,0.004255429,0.007592582,0.010624321,0.009364999,0.008034414,0.007397117,0.006989899,0.007152787,0.007633304,0.007058108,0.007313638,0.008289943,0.008650331,0.008362224,0.00848439,0.00852613,0.008308268,0.008156579,0.007173647,0.005541547,0.004307984,0.00340903,0.003260204,0.003034467,0.00363277,0.004870329,0.006385565,0.00749727,0.006972881,0.006559362,0.006610303,0.006982869,0.007078757,0.007257549,0.007290511,0.007666073,0.008238407,0.00869088,0.009340124,0.010140193,0.009924444,0.009879496,0.008944585,0.007465307,0.005715345,0.004481781,0.003965383,0.003274187,0.003278183,0.003730656,0.004169145,0.005253882,0.006011001,0.006257713,0.005705357,0.00606294,0.006304659,0.006365588,0.006461476,0.006546377,0.00694791,0.006886981,0.007376411,0.007638106,0.007494273,0.006709188
MURRAY HILL,0.004525858,0.003495926,0.002789839,0.002351853,0.002277528,0.002731441,0.004000274,0.006694553,0.009110113,0.008016475,0.007220136,0.006256567,0.00641318,0.006689244,0.006832585,0.006471578,0.006070754,0.006168969,0.006434416,0.005717711,0.005539862,0.005964576,0.005470846,0.004793958,0.003477345,0.002755331,0.002237711,0.001799725,0.001937757,0.002338581,0.003899405,0.006752951,0.009253454,0.00841199,0.007339587,0.006614919,0.006814004,0.006556521,0.007180319,0.006678626,0.006084027,0.006827276,0.006577757,0.005993775,0.00589556,0.005725674,0.006089336,0.005019587,0.003806498,0.002970343,0.002394325,0.002081098,0.001858123,0.002410251,0.003902059,0.006752951,0.009208328,0.007928878,0.007209518,0.006383981,0.006487505,0.006718443,0.007047596,0.006604301,0.006322928,0.007111303,0.006837894,0.005744256,0.006171624,0.005853088,0.006118535,0.005271761,0.004369244,0.003217208,0.002585446,0.002152769,0.002187277,0.002452723,0.00409318,0.006787459,0.00934636,0.008255376,0.007504164,0.00648485,0.006551212,0.006583065,0.006896292,0.006617573,0.006341509,0.007289152,0.007092722,0.006362745,0.00646096,0.006105262,0.006208786,0.006142425,0.005051441,0.00411707,0.003570251,0.002742059,0.002282837,0.00249254,0.004146269,0.006790114,0.009853363,0.00848366,0.007193592,0.006649427,0.006798077,0.00697858,0.007639541,0.00725199,0.007220136,0.007878443,0.008470388,0.008279267,0.007859862,0.008289884,0.009664896,0.009136658,0.007612596,0.006430209,0.005557742,0.004526408,0.003700821,0.003135671,0.003385691,0.004435255,0.006703668,0.007102138,0.006854722,0.006951084,0.007146412,0.007500608,0.007604783,0.007349554,0.00772198,0.007604783,0.008115241,0.009138761,0.008797588,0.009573692,0.009907053,0.009378364,0.007914704,0.006776591,0.005682752,0.004726946,0.003844061,0.003286725,0.003023683,0.003091396,0.004268575,0.005719213,0.006651581,0.006404165,0.006721899,0.006917227,0.006456252,0.006302594,0.006336451,0.00631822,0.006544801,0.00680003,0.006578658,0.006703668,0.006578658,0.00569317
MURRAY HILL-KIPS BAY,0.002217776,0.001328553,0.000897401,0.000666264,0.000900695,0.001665661,0.003947497,0.006728747,0.008756389,0.007842519,0.006091786,0.005996379,0.006282715,0.006232286,0.006401634,0.006610623,0.006743626,0.007911235,0.00904125,0.008463692,0.007585827,0.006423896,0.005239818,0.003605051,0.002254917,0.001131718,0.000697953,0.000469088,0.000676032,0.00152891,0.004127976,0.007300853,0.009718758,0.008538087,0.0066305,0.006514079,0.006823473,0.006807913,0.007252581,0.007242699,0.007144225,0.008449381,0.009763509,0.009692976,0.008875081,0.00786921,0.006660826,0.004758236,0.003005913,0.001518006,0.000853559,0.000577558,0.000756561,0.001565596,0.004198851,0.007599116,0.010145481,0.008973896,0.006858683,0.006880377,0.00715899,0.007157855,0.00726144,0.007302443,0.007144906,0.008710843,0.010168879,0.01037162,0.009585869,0.008392022,0.007175687,0.005336021,0.003400038,0.001797301,0.001018705,0.000678417,0.000827549,0.001662367,0.004249281,0.007691797,0.010152296,0.009027733,0.007044274,0.007022921,0.00728268,0.00724429,0.007484853,0.007372863,0.007118215,0.008547741,0.01033959,0.010813449,0.010312672,0.009397439,0.008760024,0.007222936,0.005052864,0.002897443,0.001654871,0.001052211,0.001153525,0.001683947,0.004050628,0.00727984,0.009928428,0.009020124,0.007075509,0.006996343,0.007171712,0.007047795,0.00733186,0.007270981,0.007214304,0.008924489,0.01057811,0.011570919,0.010800274,0.009387671,0.009082366,0.00910281,0.007655544,0.005070413,0.00354004,0.00253699,0.001815654,0.001293457,0.001794592,0.002675061,0.00389352,0.005269441,0.006459038,0.00731499,0.007854126,0.007787263,0.007228515,0.006985469,0.006842829,0.007644734,0.00891947,0.010041535,0.009102785,0.008153336,0.008461907,0.008771146,0.007471672,0.005634956,0.003898758,0.002892699,0.001969995,0.001213667,0.001384836,0.001967097,0.002970148,0.004148935,0.005700593,0.006765714,0.007179816,0.006802489,0.006293664,0.00591277,0.006031786,0.006278174,0.006726711,0.006248532,0.005595507,0.005027287,0.004483582,0.003279833
